Author Name,Total Publication,Total Citation,Total Years,Cite/Year,Cite/Paper,h index,g index,h(2) index,w index,h core citation,m index,f index,t index,tappered_h_index,Maxprod,wu index,pi index,weighted h index,woginger_index,Gh_index,Rm index,X index,h2upper_index,h2 center_index,h2 lower_index,k dash index,i10 index,normalized_h_index,platinium_h_index,m_qoutient_index,HI_index,AW_index,Ar index,V index,hm_index,hf index,gf index,gF index,hi index,h_m_index,k norm index,w norm index,gm index,A index,R index,P index,q2 index,e index,hg_index,pure h index,fractional g index,fractional h index,AWCR,Author/paper,cites/author,paper/author,k index,h dash index,hl norm,hc index,ha index,hi index s,Rational h index,Real h index,Class
OM Ogunlaran,10,72,6,12,1.309090909,5,8,2,1,62,12,6,6,5.496414696,34,7,0.55,6.92820323,3,5,4.149510885,1.414213562,58.33333333,34.72222222,-25,-0.953846154,2,0.5,6,0.833333333,2.272727273,8.485281374,7.416198487,0.333333333,2.833333333,4,9,10,2.272727273,2.833333333,3.836363636,3.875,10,12.4,7.874007874,7.2,7.745966692,37,6.32455532,3.370999312,5,3,6.459401709,2.2,34.5,4.666666667,96.48,30.83333333,3,2,1,2.272727273,6.181818182,2,0
Alan Frieze,10,193,8,24.125,3.509090909,7,10,5,2,188,25,10,10,6.766033966,125,8,1.2,13.03840481,8,7,5.879941329,2.236067977,72.02072539,25.38860104,-7.25388601,0,6,0.7,16.8875,0.875,3.888888889,13.89244399,12,0.175,5,6,10,10,4.454545455,5,5.852941176,5.870466321,10,26.85714286,13.7113092,19.3,13.22875656,139,8.366600265,5.584068247,10,5,5.4744412,1.8,156.5,6.333333333,725.68,97.3,5,3,1,4.454545455,8.2,2.25,1
Masanori Hino Wilkie,10,7,16,0.4375,0.127272727,2,2,1,0,7,3.5,10,2,3,6,2,0.07,2,0,2,1.931851653,1.414213562,42.85714286,57.14285714,-200,0,0,0.2,0.0875,0.125,0.173913043,2.645751311,2.645751311,0.086956522,1.142857143,2,3,10,0.5,1.142857143,1.75,1.857142857,10,3.5,2.645751311,0.7,2.645751311,3,2,1,0,2,0.844155844,11.5,3.571428571,3.619288119,0.1,3,1,1,0,0.5,3.6,1,1
W.W.  Boevey,10,2237,79,28.3164557,40.67272727,8,10,7,7,2233,322,10,10,7.26799475,1764,9,11.8,46.021734,9,8,11.27573133,2.449489743,96.96021457,2.860974519,-0.357621815,0,8,0.8,22.65316456,0.101265823,5.333333333,47.29693436,45.06106967,0.072072072,5.5,9,10,10,4.923076923,5.5,8.971339006,8.971390255,10,279.125,47.2546294,223.7,50.75431016,2169,8.94427191,6.275716324,10,8,53.50518842,1.5,1604.5,7.5,124880.525,1735.2,8,7,5,4.923076923,10.47058824,1.153846154,1
S Shahryar,11,54,14,3.857142857,0.818181818,4,7,2,1,46,7,4,5,5.197662468,27,9,0.41,5.196152423,1,4,3.565127945,1,55.55555556,29.62962963,-33.33333333,-1.075,1,0.363636364,1.402597403,0.285714286,1.375,7.348469228,6.782329983,0.121212121,1.533333333,4,8,11,1.333333333,1.533333333,3.780487805,3.833333333,11,11.5,6.782329983,4.909090909,5.291502622,30,5.291502622,2.309401077,4,3,1.924244901,2.909090909,21.73333333,5.066666667,28.22727273,24,3,1,0,1.333333333,5.333333333,1.5,0
Nitin Saxena,11,2441,4,610.25,36.98484848,10,11,5,3,2438,33,11,11,8.342740438,2061,11,22.52,45.39823785,11,10,10.02126489,1,95.78041786,4.096681688,0,0,10,0.909090909,554.7727273,2.5,4.782608696,49.40647731,33.80088756,0.476190476,5.5,9,11,11,4.761904762,5.5,8.973388773,8.973781237,11,243.8,49.37610758,221.9090909,18.16590212,2338,10.48808848,6.900655593,11,8,130.3043393,2.090909091,899,6,180338.1212,2125.454545,8,6,3,4.761904762,11.57142857,1.230769231,1
P Turbek,12,92,9,10.22222222,1.179487179,5,9,3,2,75,14,7,8,6.39561986,42,10,0.57,7.549834435,5,6,4.358936757,1.732050808,54.34782609,27.17391304,-19.56521739,-1.26984127,4,0.416666667,4.259259259,0.555555556,2.608695652,9.591663047,7.937253933,0.166666667,5,6,10,12,3.571428571,5,5.666666667,5.72826087,12,15,8.660254038,7.666666667,8.366600265,50,6.708203932,4.225771274,8,4,3.802429065,1.916666667,73.83333333,8.833333333,33.82352941,31.25,5,2,1,3.571428571,6.272727273,2.25,0
MJ Eller,12,3880,30,129.3333333,49.74358974,7,12,5,4,3874,60,12,12,6.809171221,3403,9,37.33,58.33523806,7,7,10.33463458,1,98.58247423,1.262886598,-0.644329897,-0.999225006,7,0.583333333,75.44444444,0.233333333,2.048780488,62.28964601,61.514226,0.159090909,3.65,6,12,12,2.45,3.65,5.993486191,5.993556701,12,553.4285714,62.24146528,323.3333333,20.49390153,3825,9.16515139,4.141255848,12,5,140.941936,3.416666667,1005.1,5.45,208765.5556,2231.25,5,5,3,2.45,8.733333333,1.25,0
R Allaoui,12,320,29,11.03448276,4.102564103,5,12,4,4,316,50,6,9,5.516616717,188,7,2.63,14.59451952,4,5,6.030109098,2,90.9375,7.8125,-8.75,-0.98089172,4,0.416666667,4.597701149,0.172413793,1.5,17.88854382,12.68857754,0.135135135,1.85,6,12,12,1.25,1.85,5.920886076,5.921875,12,63.2,17.77638883,26.66666667,15.8113883,291,7.745966692,2.5,8,5,36.55357143,3.333333333,78.9,4.85,2106.666667,161.6666667,5,4,4,1.25,6.363636364,1.4,0
M Zohry,12,66,12,5.5,0.846153846,5,8,3,1,54,12,6,6,5.597613395,36,10,0.45,6.708203932,3,5,4.085538767,2,51.51515152,37.87878788,-39.39393939,-0.981818182,2,0.416666667,2.291666667,0.416666667,2.857142857,8.124038405,6.08276253,0.178571429,3,5,8,12,2.777777778,3,4.703703704,4.757575758,12,10.8,7.348469228,5.5,7.745966692,29,6.32455532,3.726779962,6,4,3.445196938,1.75,42,7.833333333,46.35714286,24.16666667,4,2,1,2.777777778,6.181818182,2,0
Gang Tian,12,897,9,99.66666667,11.5,12,12,6,5,897,48,12,12,9.336529258,378,12,4.73,25.15949125,12,12,9.89075692,3,83.94648829,16.05351171,0,0,12,1,99.66666667,1.333333333,5.538461538,29.94995826,19.58102823,0.333333333,7.142857143,12,12,12,5.538461538,7.142857143,11.8625,11.86510591,12,74.75,29.94995826,74.75,24,753,12,8.152394646,12,11,30.82696382,2.166666667,599.9285714,7.142857143,0.083333333,753,11,6,3,5.538461538,12.32,-1.125,1
MY Bakier,13,17,21,0.80952381,0.186813187,3,3,2,0,8,4,3,3,4.361904762,15,5,0.11,2.828427125,0,5,2.394170171,2.236067977,11.76470588,52.94117647,-141.1764706,-0.5,0,0.230769231,0.186813187,0.142857143,1.392857143,4.123105626,3.31662479,0.090909091,3,3,4,13,1.8,3,2.5,2.764705882,13,2.666666667,2.828427125,1.307692308,3.464101615,-1,3,2.323790008,2,3,0.673626374,2.153846154,11.5,7.833333333,2.397435897,-1,2,0,0,1.8,4,4,0
E.  Varvaruca,13,438,10,43.8,4.813186813,9,13,5,3,430,29,10,13,8.031963496,189,11,2.85,16.88194302,10,9,7.542026691,2.645751311,79.6803653,18.49315068,-5.707762557,-0.992990654,9,0.692307692,30.32307692,0.9,6.5,20.92844954,16.4468842,0.428571429,7,9,13,13,6.230769231,7,8.847619048,8.853881279,13,47.77777778,20.73644135,33.69230769,16.15549442,349,10.81665383,7.488452649,13,8,33.908462,1.384615385,305.5,10.5,1810.961538,241.6153846,8,6,3,6.230769231,10.21052632,2.2,1
Robert Sinclair MacKay,13,1255,21,59.76190476,13.79120879,12,13,6,5,1255,40.5,13,13,9.336529258,596,12,7.95,32.60368077,12,12,10.34416067,2,88.52589641,11.47410359,0,0,12,0.923076923,55.16483516,0.571428571,7.090909091,35.42597917,28.46928169,0.315789474,8.333333333,12,13,13,7.2,8.333333333,11.90249799,11.90358566,13,104.5833333,35.42597917,96.53846154,22.04540769,1111,12.489996,9.295160031,13,12,39.08214402,1.692307692,864.6666667,8.833333333,0.076923077,1025.538462,11,7,4,7.2,13.56,1,1
BA Omirov,14,388,10,38.8,3.695238095,6,14,4,3,373,32,8,10,6.797002791,248,11,3.32,17,5,7,6.435316951,1.414213562,86.8556701,9.278350515,-8.505154639,-1.027472527,5,0.428571429,16.62857143,0.6,3.230769231,19.6977156,15.89024858,0.2,3.333333333,6,14,14,2.769230769,3.333333333,5.931506849,5.93556701,14,62.16666667,19.31320792,27.71428571,13.85640646,337,9.16515139,4.076197323,13,5,16.75653911,1.857142857,194,8.666666667,689.1619048,202.2,5,3,2,2.769230769,7.153846154,3,0
U Koumba,14,68,11,6.181818182,0.647619048,4,8,3,1,53,12,6,6,5.765838633,30,10,0.48,6.164414003,2,5,3.746863023,1.732050808,54.41176471,23.52941176,-36.76470588,-1.285714286,3,0.285714286,1.766233766,0.363636364,1.435897436,8.246211251,6.204836823,0.307692308,2.45,4,9,14,1.333333333,2.45,3.8125,3.867647059,14,13.25,7.280109889,4.857142857,6.92820323,37,5.656854249,2.309401077,4,3,18.35833333,2.785714286,25.68333333,6.283333333,17.16190476,24.66666667,3,4,3,1.333333333,5.111111111,3,0
G.M.  Stallard,14,396,10,39.6,3.771428571,11,14,5,3,371,35,14,14,9.788316698,240,14,1.4,17.60681686,14,11,7.937657856,2.828427125,63.13131313,30.55555556,-1.767676768,-1.073033708,12,0.785714286,31.11428571,1.1,9.058823529,19.89974874,16.89674525,0.333333333,9.5,11,14,14,8.642857143,9.5,10.72067039,10.74747475,14,33.72727273,19.26136028,28.28571429,19.62141687,250,12.40967365,9.750457865,14,10,14.51111828,1.214285714,355,12.5,419.76,196.4285714,10,4,1,8.642857143,12.13043478,3.5,1
R.E.  Borcherds,14,2520,8,315,24,8,14,5,4,2506,52,14,14,7.306591242,1504,10,23.55,47.24404724,8,8,10.20149705,1,97.22222222,2.53968254,-1.507936508,-0.997611465,7,0.571428571,180,1,4,50.19960159,46.15192304,0.205128205,6.5,8,14,14,4.571428571,6.5,7.980446927,7.980555556,14,313.25,50.05996404,180,20.39607805,2442,10.58300524,6.047431568,14,7,71.23731109,2,2485.2,10.9,75420,1395.428571,7,4,3,4.571428571,9.235294118,1.8,1
T.D.  Wooley,14,433,3,144.3333333,4.123809524,9,14,5,4,415,30,12,13,8.503150158,192,12,2.69,17.80449381,12,10,7.515155536,2,77.13625866,18.70669746,-6.23556582,-1.032019704,9,0.642857143,92.78571429,3,7.411764706,20.80865205,13.85640646,0.272727273,9,10,14,14,7.363636364,9,9.804819277,9.812933025,14,46.11111111,20.37154879,30.92857143,16.43167673,334,11.22497216,8.140806304,14,9,13.89794721,1.214285714,413,12.5,713.0753968,231.2307692,9,4,2,7.363636364,10.10526316,4,1
Ailsa  Keating,15,158,16,9.875,1.316666667,6,12,4,2,142,29,7,9,6.361038755,100,10,1.07,11.48912529,4,6,5.336929733,2,70.88607595,22.78481013,-25.94936709,-1.014184397,5,0.4,3.95,0.375,3.913043478,12.56980509,11.51086443,0.333333333,4.75,6,13,15,3.6,4.75,5.823943662,5.841772152,15,23.66666667,11.91637529,10.53333333,13.19090596,106,8.485281374,4.647580015,11,5,36.21388889,1.533333333,130.5,11.75,155.8933333,70.66666667,5,5,4,3.6,7.230769231,1.75,1
W.T.  Gowers,15,1467,6,244.5,12.225,9,15,6,6,1454,98,11,15,8.280955541,699,11,10.9,33.01514804,10,10,9.9232676,1,93.59236537,5.521472393,-2.794819359,-1.00137931,9,0.6,146.7,1.5,7.5,38.301436,33.10589071,0.264705882,9,10,15,15,7.363636364,9,9.944291609,9.944785276,15,161.5555556,38.13135193,97.8,29.69848481,1373,11.61895004,8.140806304,15,9,49.23060056,1.2,1006.5,13.5,10938.55385,823.8,9,6,3,7.363636364,10.36842105,2.125,1
SL Kokkendorff,16,66,12,5.5,0.485294118,5,7,3,1,48,10,6,6,6.000132614,27,10,0.48,6.480740698,1,5,3.961388427,1.732050808,42.42424242,37.87878788,-62.12121212,-1.136363636,2,0.3125,1.71875,0.416666667,2.75862069,8.124038405,6.745368782,0.217391304,5,6,8,16,5,5,5.528301887,5.621212121,16,9.6,6.92820323,4.125,7.071067812,23,5.916079783,5,7,5,3.861437814,1.8125,61,12.23333333,16.81730769,19.16666667,5,2,1,5,6.090909091,3,0
TG Melton,16,43,19,2.263157895,0.316176471,3,6,2,1,36,14,4,5,4.542435342,28,8,0.38,5.477225575,1,3,3.192357613,1.414213562,62.79069767,20.93023256,-72.09302326,-0.870967742,2,0.1875,0.424342105,0.157894737,1.548387097,6.557438524,4.582575695,0.107142857,2,4,7,16,1.5,2,3.75,3.790697674,16,12,6,2.6875,6.480740698,27,4.242640687,2.121320344,4,3,2.663652769,1.9375,21.5,8.833333333,13.82142857,16.2,3,2,0,1.5,4.571428571,1.4,0
I.G.  Gordon,16,120,69,1.739130435,0.882352941,4,10,3,2,104,26.5,6,8,5.856747724,66,10,1.04,8.831760866,3,6,4.401635182,1.414213562,73.33333333,13.33333333,-26.66666667,-1.130434783,3,0.25,0.434782609,0.057971014,1.523809524,10.95445115,10.19803903,0.045977011,3.033333333,4,11,16,1.6,3.033333333,3.908163265,3.925,16,26,10.19803903,7.5,10.29563014,88,6.32455532,2.529822128,8,3,4.814190457,2.625,70.98333333,9.483333333,48.75,44,3,3,1,1.6,5.222222222,2.333333333,1
J.C.  Rickard,16,72,120,0.6,0.529411765,3,8,2,1,65,10,4,5,4.542435342,47,8,0.67,6.8556546,1,3,3.584181829,1,77.77777778,12.5,-43.05555556,-0.933333333,2,0.1875,0.1125,0.025,2.4,8.485281374,8.062257748,0.021126761,2.25,4,9,16,1.5,2.25,3.861538462,3.875,16,21.66666667,8.062257748,4.5,5.477225575,56,4.898979486,2.121320344,5,3,1.270237759,1.25,36.75,14.75,41.78571429,33.6,3,1,0,1.5,4.857142857,1.285714286,1
P Shpilev,17,133,34,3.911764706,0.869281046,6,11,4,2,124,18.5,7,8,6.417415814,68,10,1.04,9.327379053,5,6,5.133097303,2,66.16541353,27.06766917,-41.35338346,-0.974789916,5,0.352941176,1.380622837,0.176470588,2.04,11.53256259,11.13552873,0.136363636,2.25,5,12,17,1.894736842,2.25,4.846153846,4.879699248,17,20.66666667,11.13552873,7.823529412,10.53565375,88,8.124038405,3.371708922,6,4,11.21394855,2.941176471,43.5,7.416666667,107.7908497,66,4,4,2,1.894736842,7.230769231,2,0
Laurent Lafforgue,17,736,8,92,4.810457516,7,17,4,4,709,47,9,12,7.444744987,462,13,6.78,24.16609195,5,7,7.510876281,1,90.625,6.657608696,-6.52173913,-1.025677603,5,0.411764706,37.88235294,0.875,7,27.12931993,19.18766965,0.24137931,7,8,17,17,7,7,7.931564246,7.933423913,17,101.2857143,26.62705391,43.29411765,18.13835715,660,10.90871211,7,17,7,30.06253014,1,736,17,1549.929412,385,7,4,2,7,8.133333333,2.666666667,1
NI Manik,18,27,14,1.928571429,0.157894737,3,4,2,0,13,6.5,3,3,4.621722619,14,10,0.18,3,0,3,2.594619588,2.645751311,25.92592593,33.33333333,-122.2222222,-1.285714286,0,0.166666667,0.321428571,0.214285714,1.125,5.196152423,4,0.130434783,2,3,5,18,1.125,2,2.692307692,2.851851852,18,4.333333333,3.605551275,1.5,4.415880433,4,3.464101615,1.837117307,2,1,2.418938372,2.666666667,13.1,9.433333333,2.181818182,4,2,1,0,1.125,4.142857143,2,0
S Schirrmacher,18,116,22,5.272727273,0.678362573,3,10,2,2,112,45,4,5,4.287734488,90,6,1.14,10.34408043,2,3,4.101009605,1.414213562,88.79310345,7.75862069,-34.48275862,-0.890909091,2,0.166666667,0.878787879,0.136363636,1.038461538,10.77032961,10.58300524,0.073170732,1.416666667,3,11,18,1,1.416666667,2.962616822,2.965517241,18,37.33333333,10.58300524,6.444444444,11.61895004,103,5.477225575,1.732050808,5,2,5.821622272,2.888888889,34.16666667,8.333333333,180.4444444,61.8,2,2,2,1,4.428571429,1.5,0
SA Imomkulov,18,49,30,1.633333333,0.286549708,5,6,2,0,30,8,6,6,6.034664646,25,10,0.3,5.477225575,0,5,3.629165069,2.236067977,20.40816327,51.02040816,-102.0408163,-1.24,0,0.277777778,0.453703704,0.166666667,2.727272727,7,4.472135955,0.142857143,3.333333333,4,7,18,2.5,3.333333333,3.625,3.816326531,18,6,5.477225575,2.722222222,6.32455532,5,5.477225575,3.535533906,4,3,3.841250669,1.833333333,28.83333333,11.16666667,6.805555556,4.166666667,3,1,1,2.5,6.090909091,3,0
C Bonatti,18,84,13,6.461538462,0.49122807,5,9,3,1,80,14,6,7,5.516616717,42,7,0.74,8.185352772,1,5,4.349673663,1.732050808,65.47619048,29.76190476,-69.04761905,-0.846153846,3,0.277777778,1.794871795,0.384615385,3.461538462,9.16515139,6.557438524,0.108695652,5,6,10,18,5,5,5.6875,5.702380952,18,16,8.94427191,4.666666667,8.366600265,55,6.708203932,5,9,5,2.476076555,1.444444444,81.5,15.5,93.33333333,39.28571429,5,1,1,5,6.363636364,1.4,0
Adrin Paenza,18,406,34,11.94117647,2.374269006,6,18,4,3,379,37,8,10,6.894437036,278,12,3.67,17.63519209,4,6,6.423391316,1.414213562,85.96059113,8.866995074,-12.06896552,-1.054347826,5,0.333333333,3.980392157,0.176470588,4.32,20.14944168,19.62141687,0.136363636,5.333333333,7,18,18,4.5,5.333333333,6.906493506,6.911330049,18,63.16666667,19.46792233,22.55555556,14.89966443,343,10.39230485,5.196152423,17,6,26.83714105,1.388888889,289.8333333,16.03333333,413.5185185,205.8,6,4,2,4.5,7.153846154,2.333333333,1
C.  Ulcigrai,18,389,22,17.68181818,2.274853801,11,18,5,4,359,33,14,16,9.952394157,231,16,1.7,16.61324773,14,11,7.873448727,2.645751311,61.18251928,31.10539846,-11.56812339,-1.097633136,11,0.611111111,10.80555556,0.5,6,19.72308292,15.17673658,0.34375,7.666666667,11,18,18,6.05,7.666666667,10.71014493,10.74293059,18,32.63636364,18.94729532,21.61111111,19.05255888,238,14.07124728,8.157818336,15,10,29.27437652,1.833333333,240,11.16666667,258.612963,163.625,10,7,3,6.05,12.2173913,2.5,1
S Wadsley,19,176,32,5.5,0.926315789,7,13,3,2,143,14.5,9,10,7.716583036,67,14,1.25,10.63014581,3,7,5.458404613,1,57.38636364,27.84090909,-32.38636364,-1.207692308,5,0.368421053,2.026315789,0.21875,3.594594595,13.26649916,10.51189802,0.179487179,5,7,14,19,3.769230769,5,6.748251748,6.795454545,19,20.42857143,11.95826074,9.263157895,10.07472084,94,9.539392014,5.1365957,9,7,15.33313672,1.947368421,96.5,12.41666667,53.44129555,65.8,6,4,2,3.769230769,8.066666667,4,0
J Harabasz,20,7762,34,228.2941176,36.96190476,3,20,2,1,7744,3872,4,7,5.001181069,7737,10,77.5,87.96021828,1,5,9.609267423,1,99.69080134,0.115949498,-0.46379799,-1.000904977,1,0.15,34.24411765,0.088235294,1.111111111,88.10221337,88.0170438,0.056603774,2.5,3,20,20,1.5,2.5,2.999483471,2.999484669,20,2581.333333,88,388.1,107.7775487,7735,7.745966692,2.121320344,20,2,158.6575569,2.7,3882.5,8.916666667,200440.7133,3315,2,1,1,1.5,4,4,0
PW Lindstrom,20,6,30,0.2,0.028571429,1,2,1,0,5,5,1,2,2.333333333,5,2,0.06,2.236067977,0,2,1.495348781,1,66.66666667,16.66666667,-300,0,0,0.05,0.01,0.033333333,0.37037037,2.449489743,2.236067977,0.01754386,1,2,3,20,1,1,1.8,1.833333333,5.233333333,5,2.236067977,0.3,2.236067977,4,1.414213562,1,2,1,0.203703704,2.7,6,11.35,1.5,2,1,0,0,1,3.333333333,1.2,0
F. C.  Kirwan,20,2663,25,106.52,12.68095238,9,20,6,6,2620,175,13,18,9.023335092,1292,18,23.77,46.22769733,8,9,11.16758426,1,95.68156215,3.041682313,-2.403304544,-1.015366884,8,0.45,47.934,0.36,5.142857143,51.60426339,51.09794516,0.214285714,6.45,9,20,20,4.5,6.45,8.975572519,8.975966955,20,291.1111111,51.18593557,133.15,39.68626967,2539,13.41640786,6.363961031,20,7,79.41354023,1.75,2101.1,14.45,10295.62794,1269.5,8,6,4,4.5,10.05263158,5,1
Keisuke Hara Zilber,20,40,29,1.379310345,0.19047619,3,6,2,1,34,17,4,4,3.996825397,32,5,0.39,5.830951895,0,3,3.158273499,1.414213562,70,22.5,-117.5,-0.555555556,2,0.15,0.206896552,0.103448276,0.230769231,6.32455532,4.472135955,0.083333333,1.283333333,3,7,20,1,1.283333333,2.882352941,2.9,20,11.33333333,5.830951895,2,7.141428429,25,4.242640687,1.732050808,3,2,4.885714286,13,16.15,8.478498168,24.66666667,18.75,2,2,2,1,4.142857143,2,1
Umut Mutlu zkan,21,252,14,18,1.090909091,8,15,4,2,228,24,10,11,7.751760763,108,13,1.76,13.26649916,6,8,6.365559951,2.449489743,68.25396825,25.3968254,-33.73015873,-1.026666667,7,0.380952381,6.857142857,0.571428571,3.574468085,15.87450787,10.67707825,0.5,4.166666667,8,16,21,3.555555556,4.166666667,7.785087719,7.805555556,21,28.5,15.09966887,12,13.85640646,164,10.95445115,5.333333333,10,7,20.32760989,2.238095238,107.3333333,10.41666667,177,119.2727273,7,5,2,3.555555556,9.176470588,2.25,0
SP Corwin,21,494,25,19.76,2.138528139,8,21,5,4,473,46.5,10,13,8.058001169,212,14,3.84,19.59591794,7,8,7.479680209,2,82.79352227,12.95546559,-16.59919028,-1.030501089,7,0.380952381,7.527619048,0.32,2.545454545,22.22611077,20.98809186,0.2,3.166666667,7,21,21,1.939393939,3.166666667,6.919821826,6.927125506,21,59.125,21.74856317,23.52380952,19.28730152,409,12.9614814,3.938927711,11,5,16.68501718,3.142857143,130.3833333,8.866666667,529.845805,251.6923077,6,4,2,1.939393939,9.117647059,3.333333333,0
D. G.Quillen,21,880,27,32.59259259,3.80952381,9,21,6,5,843,56,12,16,9.101037119,438,20,6.45,25.3968502,11,9,8.980093059,1.414213562,86.59090909,9.204545455,-7.954545455,-1.055282555,9,0.428571429,13.96825397,0.333333333,5.90625,29.66479395,19.25486951,0.15,7.533333333,10,21,21,5.4,7.533333333,9.903914591,9.907954545,21,93.66666667,29.03446228,41.9047619,22.44994432,762,13.74772708,6.971370023,21,9,16.47426607,1.523809524,657.5333333,18.23333333,954.7490347,428.625,9,5,2,5.4,10.52631579,1.727272727,1
Jean-christophe Yoccoz,21,834,14,59.57142857,3.61038961,11,21,6,5,795,55.5,14,17,9.816410807,444,16,6.14,26.11512971,12,11,9.13444607,1.732050808,82.13429257,14.50839329,-9.712230216,-1.031725888,12,0.523809524,31.20408163,0.785714286,7.7,28.87905816,19.7188573,0.255813953,9.833333333,11,21,21,7.5625,9.833333333,10.87421384,10.88009592,21,72.27272727,28.19574436,39.71428571,24.7082982,674,15.19868415,9.120718173,21,10,26.59971786,1.428571429,600.1666667,17.58333333,1143.204082,436.1176471,10,5,3,7.5625,12.04347826,6,1
PV Vasilik,22,30,45,0.666666667,0.118577075,3,3,2,0,12,4,3,3,5.392340786,20,10,0.15,3.464101615,0,6,2.449489743,3.16227766,10,30,-130,2.666666667,0,0.136363636,0.090909091,0.066666667,1.346938776,5.477225575,3.464101615,0.055555556,3,3,4,22,1.8,3,2.5,2.866666667,22,4,3.464101615,1.363636364,3.464101615,3,3,2.323790008,2,2,1.581010685,2.227272727,14.75,12.08333333,0.909090909,3,2,1,0,1.8,4.142857143,2.5,0
GM Treacy,22,4273,11,388.4545455,16.88932806,13,22,6,5,4242,44,16,20,10.93250476,3348,19,39.21,60.58052492,14,13,12.24563072,1,95.31944769,3.955066698,-1.942429207,-1.007107321,14,0.590909091,229.5413223,1.181818182,3.487804878,65.36818798,32.64046568,0.419354839,4.75,10,22,22,3.448979592,4.75,9.980556889,9.981043763,22,326.3076923,65.13063795,194.2272727,23.91652149,4073,16.91153453,6.696023797,22,10,141.3182118,3.727272727,930.6166667,6.533333333,26577.80938,2647.45,9,7,3,3.448979592,14.14814815,3,0
Michael Morley,22,5455,41,133.0487805,21.56126482,22,22,11,12,5455,144,22,22,14.7909789,2088,22,29.58,62.59392942,22,22,17.71490549,2,91.12740605,8.872593951,0,0,22,1,133.0487805,0.536585366,7.223880597,73.85797181,63.83259356,0.360655738,10.43333333,20,22,22,7.223880597,10.43333333,19.93126428,19.93382218,22,247.9545455,73.85797181,247.9545455,56.28498912,4971,22,12.60656072,22,21,208.749091,3.045454545,2296.583333,10.43333333,0.045454545,4971,19,13,8,7.223880597,21.62222222,-1.032786885,1
Neeraj Kayal,22,2444,98,24.93877551,9.660079051,10,22,5,3,2380,28,14,17,10.20796168,2061,20,22.84,45.39823785,8,10,9.753128823,1,93.69885434,4.091653028,-2.659574468,-1.032835821,10,0.454545455,11.33580705,0.102040816,4,49.43682838,33.85262176,0.086956522,7.666666667,9,22,22,5.263157895,7.666666667,8.972995781,8.973813421,22,238,48.78524367,111.0909091,16.73320053,2280,14.83239697,7.254762501,22,9,129.8283699,2.5,907.6666667,10.7,4916.801347,1341.176471,8,5,3,5.263157895,11.04761905,5.5,1
Ravi Kannan,22,1220,9,135.5555556,4.822134387,11,22,6,5,1169,56.5,14,18,10.21131135,646,18,10.03,30.49590136,6,11,9.67939884,1.414213562,86.80327869,9.918032787,-6.557377049,-1.04173913,12,0.5,67.77777778,1.222222222,4.566037736,34.92849839,27.75788176,0.268292683,9.5,8,22,22,8.066666667,9.5,7.956637168,7.959836066,22,106.2727273,34.19064199,55.45454545,24.92990172,1048,15.55634919,9.419837224,22,7,33.24744055,2.409090909,1172.166667,12.6,1635.909091,640.4444444,7,5,3,8.066666667,12.04347826,6,1
Tara E. Brendle,22,539,19,28.36842105,2.130434783,9,22,5,4,523,48,11,14,8.368232187,240,14,4,20,9,9,7.924768733,2.236067977,82.00371058,15.02782931,-18.18181818,-1.007797271,9,0.409090909,11.60526316,0.473684211,3.882352941,23.21637353,21.57544901,0.409090909,5,9,22,22,4.5,5,8.873767258,8.881261596,22,58.11111111,22.86919325,24.5,20.78460969,442,14.07124728,6.363961031,16,8,42.43672249,2.318181818,271.1666667,11.45,800.84375,284.1428571,8,6,3,4.5,10.52631579,1.545454545,1
N Markuzon,23,3351,19,176.3684211,12.14130435,9,23,6,5,3313,57.5,12,16,8.820372129,2780,17,31.76,52.72570531,7,9,10.52167103,1,96.71739779,2.417188899,-2.864816473,-1.00817934,8,0.391304348,69.01372998,0.473684211,2.25,57.88782255,37.42548152,0.290322581,3.133333333,8,23,23,2.314285714,3.133333333,7.985142511,7.985377499,23,368.1111111,57.55866572,145.6956522,22.74862633,3232,14.38749457,4.563832976,23,6,117.7403399,4,903.6690476,7.50952381,16689.68816,1818,7,5,4,2.314285714,10.05263158,5,0
Alexander S Merkurjev,23,772,29,26.62068966,2.797101449,14,23,7,5,731,50,17,20,11.28336973,384,19,3.7,23.97915762,15,14,9.927327292,2.828427125,71.11398964,25.38860104,-12.56476684,-1.026027397,15,0.608695652,16.20389805,0.482758621,8.944444444,27.78488798,23.5690475,0.35,12,14,23,23,9.8,12,13.76880985,13.78108808,23,52.21428571,27.03701167,33.56521739,26.45751311,535,17.94435844,11.71324037,23,13,38.89749889,1.565217391,576.2333333,18.03333333,926.1513688,374.5,13,7,3,9.8,15.06896552,5,1
D. Harbater,23,842,15,56.13333333,3.050724638,14,23,7,5,819,47.5,16,20,11.14569604,368,20,4.39,24.63736999,14,14,10.11079712,2.828427125,73.99049881,23.27790974,-11.28266033,-1.021197007,14,0.608695652,34.16811594,0.933333333,9.470588235,29.01723626,24.19021841,0.325581395,13,15,23,23,12.25,13,14.76068376,14.7672209,23,58.5,28.61817604,36.60869565,25.78759392,623,17.94435844,13.09580085,23,14,24.21158574,1.47826087,764.3333333,19.5,1303.587902,436.1,14,5,2,12.25,15.51724138,1.375,1
